Date,AAPL,AMZN,BRK-A,CVX,GOOG,JPM,MCD,META,MSFT,TSLA,XOM
2018-03,41.779300689697266,77.24649810791016,305980.0,91.56661987304688,54.99100112915039,98.86235046386719,141.3485565185547,172.55999755859375,87.66722106933594,20.90399932861328,57.156700134277344
2018-03,41.76499938964844,79.32550048828125,307100.0,92.05705261230469,54.885501861572266,98.9572982788086,141.67745971679688,168.14999389648438,87.89372253417969,20.703332901000977,57.03337478637695
2018-03,40.81882858276367,79.09300231933594,307600.0,94.09918975830078,54.54399871826172,99.0436019897461,141.03741455078125,169.38999938964844,87.28028869628906,21.101999282836914,57.842742919921875
2018-03,40.2420654296875,77.24600219726562,296949.0,91.41385650634766,52.45399856567383,94.90886688232422,139.5973663330078,164.88999938964844,84.74152374267578,20.606666564941406,56.65566635131836
2018-03,39.31018829345703,74.77799987792969,288755.0,90.83499908447266,51.07849884033203,92.37105560302734,137.76617431640625,159.38999938964844,82.27826690673828,20.1026668548584,56.18545913696289
2018-03,41.176326751708984,77.79299926757812,299500.0,92.74044036865234,52.660499572753906,95.21965026855469,140.4596405029297,160.05999755859375,88.50719451904297,20.278667449951172,57.04108810424805
2018-03,40.120521545410156,74.85250091552734,294650.0,92.18569946289062,50.255001068115234,93.37238311767578,139.98849487304688,152.22000122070312,84.43951416015625,18.61199951171875,56.809837341308594
2018-03,39.677223205566406,71.57099914550781,295041.0,90.12749481201172,50.22800064086914,93.22564697265625,140.81521606445312,153.02999877929688,84.36402130126953,17.185333251953125,56.12380599975586
2018-03,39.9870491027832,72.36699676513672,299100.0,91.68722534179688,51.589500427246094,94.92615509033203,139.0106658935547,159.7899932861328,86.1383056640625,17.742000579833984,57.51127624511719
2018-04,39.72488784790039,68.59950256347656,293410.0,90.24004364013672,50.32350158691406,93.09616088867188,140.2018280029297,155.38999938964844,83.54293060302734,16.832000732421875,56.439823150634766
2018-04,40.13242721557617,69.60250091552734,296850.0,92.32237243652344,50.670501708984375,94.37369537353516,142.5841827392578,156.11000061035156,84.66600036621094,17.8353328704834,57.82732009887695
2018-04,40.89985656738281,70.52850341796875,299850.0,92.04098510742188,51.25699996948242,95.80661010742188,143.76646423339844,155.10000610351562,87.13871002197266,19.12933349609375,57.711692810058594
2018-04,41.1834716796875,72.5875015258789,301750.0,94.3001937866211,51.390499114990234,97.0645980834961,145.73988342285156,159.33999633789062,87.18590545654297,20.381332397460938,58.5981330871582
2018-04,40.13005447387695,70.2614974975586,294000.0,92.2660903930664,50.35200119018555,94.64404296875,143.3397979736328,157.1999969482422,85.15679931640625,19.953332901000977,57.711692810058594
2018-04,40.52806091308594,70.30400085449219,292671.0,93.24697875976562,50.772499084472656,95.78059387207031,143.3219757080078,157.92999267578125,85.66641998291016,19.310667037963867,57.711692810058594
2018-04,41.29072570800781,71.81099700927734,296556.0,95.5544204711914,51.582000732421875,97.61116027832031,144.69093322753906,165.0399932861328,87.65778350830078,20.31333351135254,59.407501220703125
2018-04,41.0976676940918,71.35250091552734,293249.0,95.87600708007812,50.99850082397461,95.97145080566406,145.19760131835938,166.32000732421875,86.69512176513672,20.062000274658203,59.68501281738281
2018-04,41.502830505371094,72.42500305175781,297021.0,95.85993957519531,51.6254997253418,98.3572998046875,143.6686553955078,163.8699951171875,88.31842803955078,19.60533332824707,59.52315139770508
2018-04,41.64345169067383,71.53949737548828,295891.0,96.4146957397461,51.4635009765625,95.69383239746094,143.76646423339844,164.52000427246094,87.84654998779297,20.022666931152344,60.001041412353516
2018-04,41.903228759765625,72.07499694824219,297181.0,97.04179382324219,51.89899826049805,95.61575317382812,143.67755126953125,164.8300018310547,88.875244140625,19.413999557495117,60.54063415527344
2018-04,42.47998809814453,75.19149780273438,298701.0,97.65283203125,53.70800018310547,95.61575317382812,144.495361328125,168.66000366210938,90.66842651367188,19.179332733154297,60.37876510620117
2018-04,42.38465118408203,76.39199829101562,299205.0,99.55025482177734,53.604000091552734,94.84359741210938,143.8376007080078,166.36000061035156,91.01761627197266,19.55666732788086,61.06479263305664
2018-04,41.1834716796875,77.84549713134766,300300.0,99.46182250976562,54.3849983215332,96.9258041381836,141.81082153320312,168.10000610351562,90.70618438720703,20.005332946777344,61.218955993652344
2018-04,39.496097564697266,76.37449645996094,300140.0,98.33621978759766,53.64799880981445,96.7088851928711,141.1352081298828,166.27999877929688,89.65857696533203,19.349332809448242,60.89520263671875
2018-04,39.38169860839844,75.89299774169922,298821.0,99.35731506347656,53.372501373291016,96.24038696289062,141.33078002929688,165.83999633789062,89.98892211914062,18.891332626342773,61.3345832824707
2018-04,38.833534240722656,73.00450134277344,295734.0,98.5211410522461,50.999000549316406,95.78926086425781,139.8462677001953,159.69000244140625,87.88430786132812,18.8973331451416,60.394168853759766
2018-04,39.00274658203125,73.00849914550781,295279.0,98.6658706665039,51.058998107910156,95.42488098144531,138.6195526123047,159.69000244140625,87.11983489990234,18.71266746520996,61.2806282043457
2018-04,39.13859939575195,75.89800262451172,295769.0,99.87186431884766,52.00199890136719,95.52029418945312,141.25076293945312,174.16000366210938,88.96021270751953,19.031999588012695,62.32894515991211
2018-04,38.685760498046875,78.63099670410156,295995.0,101.80144500732422,51.502498626708984,94.91300964355469,140.71742248535156,173.58999633789062,90.4324951171875,19.60533332824707,59.96250534057617
2018-04,39.38645935058594,78.30650329589844,290650.0,100.58740997314453,50.86650085449219,94.37511444091797,148.8422088623047,172.0,88.26181030273438,19.593332290649414,59.93166732788086
2018-05,40.30165481567383,79.11299896240234,292730.0,100.38640594482422,51.865501403808594,94.37511444091797,145.2864990234375,173.86000061035156,89.65857696533203,19.994667053222656,59.315006256103516
2018-05,42.08198165893555,78.48400115966797,290450.0,100.8929443359375,51.21900177001953,93.62899780273438,142.83306884765625,176.07000732421875,88.25238800048828,20.07666778564453,59.19940185546875
2018-05,42.15823745727539,78.60399627685547,287051.0,101.31102752685547,51.18600082397461,93.03903198242188,142.2997283935547,174.02000427246094,88.78087615966797,18.963333129882812,58.998966217041016
2018-05,43.812252044677734,79.04750061035156,292600.0,100.92508697509766,52.410499572753906,94.07146453857422,146.69989013671875,176.61000061035156,89.80960845947266,19.606000900268555,59.27646255493164
2018-05,44.12923812866211,80.00700378417969,295600.0,100.45072174072266,52.739498138427734,94.8869857788086,146.6732177734375,177.97000122070312,90.81000518798828,20.184667587280273,59.923973083496094
2018-05,44.34135818481445,79.61949920654297,295700.0,101.76123809814453,52.695499420166016,96.29244995117188,146.4688262939453,178.9199981689453,90.42302703857422,20.131332397460938,60.193756103515625
2018-05,44.65355682373047,80.4000015258789,299991.0,103.48983001708984,54.13800048828125,98.3919906616211,145.99765014648438,182.66000366210938,91.48951721191406,20.456666946411133,61.612064361572266
2018-05,45.292274475097656,80.4540023803711,301630.0,103.57022857666016,54.878501892089844,99.15546417236328,146.7354736328125,185.52999877929688,92.40496063232422,20.334667205810547,62.99184799194336
2018-05,45.120025634765625,80.14550018310547,298770.0,104.39028930664062,54.91299819946289,98.78240966796875,147.0199737548828,186.99000549316406,92.20677947998047,20.070667266845703,63.2877311706543
2018-05,45.01475524902344,80.0770034790039,298200.0,104.83248138427734,55.0099983215332,98.81710815429688,146.4243621826172,186.63999938964844,92.51824951171875,19.46466636657715,63.71598815917969
2018-05,44.60564422607422,78.80599975585938,296200.0,104.30990600585938,53.96149826049805,98.06230926513672,144.94871520996094,184.32000732421875,91.84815979003906,18.94533348083496,63.684844970703125
2018-05,45.02193069458008,79.36399841308594,296300.0,104.1651611328125,54.0885009765625,98.33126831054688,144.77978515625,183.1999969482422,92.08513641357422,19.09866714477539,63.86393737792969
2018-05,44.73722457885742,79.08799743652344,296440.0,104.99240112304688,53.929500579833984,98.00157165527344,143.39306640625,183.75999450683594,91.16569519042969,18.96933364868164,63.754920959472656
2018-05,44.57453918457031,78.71849822998047,294380.0,103.69478607177734,53.31800079345703,96.41390228271484,143.09976196289062,182.67999267578125,91.33631134033203,18.454666137695312,63.303306579589844
2018-05,44.890342712402344,79.27300262451172,296620.0,104.91939544677734,53.979000091552734,97.29883575439453,143.54421997070312,184.49000549316406,92.51166534423828,18.965999603271484,64.06637573242188
2018-05,44.777896881103516,79.06999969482422,296991.0,103.99486541748047,53.48649978637695,98.04497528076172,141.73968505859375,183.8000030517578,92.41686248779297,18.333999633789062,63.56804656982422
2018-05,45.064998626708984,80.09300231933594,294400.0,104.37602233886719,53.984500885009766,97.59381866455078,143.6686553955078,186.89999389648438,93.51640319824219,18.60466766357422,63.96516418457031
2018-05,45.01475524902344,80.15350341796875,291850.0,102.68103790283203,53.96200180053711,96.50067901611328,144.35317993164062,185.92999267578125,93.18463897705078,18.523332595825195,62.501304626464844
2018-05,45.11763381958008,80.50749969482422,290886.0,99.09642028808594,53.78300094604492,96.00617218017578,145.0820770263672,184.9199981689453,93.2320327758789,18.59000015258789,61.28664779663086
2018-05,44.95494079589844,80.64350128173828,286000.0,98.44760131835938,53.01599884033203,91.90250396728516,142.77972412109375,185.74000549316406,92.90028381347656,18.917333602905273,61.06083297729492
2018-05,44.85924530029297,81.24449920654297,292000.0,101.50509643554688,53.38999938964844,94.00204467773438,143.84642028808594,187.6699981689453,93.791259765625,19.447999954223633,63.45904541015625
2018-05,44.70851135253906,81.48100280761719,287200.0,100.8076171875,54.2495002746582,92.83948516845703,142.23745727539062,191.77999877929688,93.68702697753906,18.98200035095215,63.256587982177734
2018-06,45.51478576660156,82.0770034790039,289200.0,100.44267272949219,55.974998474121094,94.04541778564453,142.38064575195312,193.99000549316406,95.53533935546875,19.454666137695312,63.71598815917969
2018-06,45.89519500732422,83.26349639892578,288000.0,99.1531753540039,56.964500427246094,94.08880615234375,143.32888793945312,193.27999877929688,96.36946868896484,19.78266716003418,63.046356201171875
2018-06,46.24927520751953,84.81749725341797,286700.0,99.5343246459961,56.983001708984375,93.55958557128906,142.66688537597656,192.94000244140625,96.86236572265625,19.408666610717773,62.82054901123047
2018-06,46.409576416015625,84.7874984741211,290722.0,100.06149291992188,56.84400177001953,95.7458724975586,145.2611846923828,191.33999633789062,97.14671325683594,21.299999237060547,63.89508056640625
2018-06,46.28516387939453,84.46499633789062,292900.0,102.96488189697266,56.19300079345703,96.12760925292969,151.6126708984375,188.17999267578125,95.62064361572266,21.07266616821289,64.5335464477539
2018-06,45.86409378051758,84.19950103759766,294055.0,102.54315948486328,56.04349899291992,96.39656829833984,151.10275268554688,189.10000610351562,96.33155059814453,21.17733383178711,65.09417724609375
2018-06,45.751651763916016,84.45600128173828,292770.0,103.45146942138672,56.4995002746582,96.15365600585938,148.93785095214844,191.5399932861328,95.78178405761719,22.139999389648438,64.7048568725586
2018-06,46.00284957885742,84.9375,293005.0,103.06220245361328,56.965999603271484,95.598388671875,149.15260314941406,192.39999389648438,96.02823638916016,22.851333618164062,64.1753921508789
2018-06,45.624839782714844,85.24299621582031,292769.0,103.05408477783203,56.739498138427734,95.40753173828125,149.01834106445312,192.41000366210938,95.59223175048828,22.985332489013672,63.46682357788086
2018-06,45.64875793457031,86.19300079345703,289670.0,102.59993743896484,57.60599899291992,93.72442626953125,149.43882751464844,196.80999755859375,96.13248443603516,23.847999572753906,63.76271438598633
2018-06,45.179840087890625,85.79850006103516,287626.0,100.59677124023438,57.612998962402344,93.61164093017578,148.91102600097656,195.85000610351562,94.90975952148438,23.878000259399414,62.804988861083984
2018-06,45.15591049194336,86.18949890136719,287600.0,102.1619873046875,58.67300033569336,93.85456085205078,148.75003051757812,198.30999755859375,95.60169219970703,24.722000122070312,62.929569244384766
2018-06,44.42620849609375,86.73899841308594,286700.0,101.81326293945312,58.40299987792969,93.30799102783203,147.57814025878906,197.49000549316406,95.60169219970703,23.503332138061523,62.83611297607422
2018-06,44.61998748779297,87.50399780273438,285000.0,101.61051177978516,58.492000579833984,93.29931640625,145.42214965820312,202.0,96.55902862548828,24.148000717163086,62.64146423339844
2018-06,44.37117004394531,86.51100158691406,285000.0,99.42080688476562,57.882999420166016,93.27326965332031,143.606201171875,201.5,95.86709594726562,23.167333602905273,62.04970169067383
2018-06,44.241981506347656,85.78350067138672,286541.0,101.4564208984375,57.77399826049805,91.746337890625,147.20237731933594,201.74000549316406,95.17515563964844,22.242000579833984,63.365604400634766
2018-06,43.584049224853516,83.15750122070312,284640.0,99.4370346069336,56.240501403808594,90.91346740722656,142.96212768554688,196.35000610351562,93.26045227050781,22.200666427612305,62.088623046875
2018-06,44.12474822998047,84.55449676513672,284500.0,100.69407653808594,55.92300033569336,90.97420501708984,143.94615173339844,199.0,93.91452026367188,22.799999237060547,62.78941345214844
2018-06,44.06015396118164,83.02549743652344,281600.0,102.18632507324219,55.19900131225586,89.56873321533203,140.8240509033203,195.83999633789062,92.45476531982422,22.96666717529297,63.622562408447266
2018-06,44.38075256347656,85.07250213623047,284920.0,101.91059112548828,55.71099853515625,91.0349349975586,139.83999633789062,196.22999572753906,93.48795318603516,23.32866668701172,63.82499694824219
2018-06,44.28744125366211,84.98999786376953,282040.0,102.53506469726562,55.782501220703125,90.401611328125,140.17103576660156,194.32000732421875,93.468994140625,22.863332748413086,64.416748046875
2018-07,44.782676696777344,85.68900299072266,283800.0,100.76705932617188,56.37300109863281,91.16506958007812,140.33206176757812,197.36000061035156,94.79600524902344,22.33799934387207,63.6614875793457
2018-07,44.00272750854492,84.697998046875,282000.0,101.15636444091797,55.144500732421875,89.88972473144531,139.98318481445312,192.72999572753906,93.88605499267578,20.724000930786133,64.03522491455078
2018-07,44.356815338134766,84.98650360107422,283635.0,100.54811096191406,56.2135009765625,90.47417449951172,140.73460388183594,198.4499969482422,94.5590591430664,20.610666275024414,64.0897216796875
2018-07,44.97168731689453,85.53150177001953,283700.0,100.6778564453125,57.00849914550781,90.77073669433594,142.61325073242188,203.22999572753906,95.88606262207031,20.593332290649414,64.10530853271484
2018-07,45.59613037109375,86.95099639892578,286720.0,102.17820739746094,57.70249938964844,93.57952117919922,143.07838439941406,204.74000549316406,96.54008483886719,21.233999252319336,64.54912567138672
2018-07,45.54109573364258,87.15350341796875,286385.0,103.47582244873047,57.641998291015625,93.00381469726562,143.68673706054688,203.5399932861328,96.79601287841797,21.49799919128418,65.14090728759766
2018-07,44.95015335083008,87.75,288481.0,100.17503356933594,57.69499969482422,92.80319213867188,141.89759826660156,202.5399932861328,96.66332244873047,21.263999938964844,64.30774688720703
2018-07,45.70378494262695,89.83100128173828,288000.0,100.77517700195312,59.17399978637695,93.2044448852539,142.34481811523438,206.9199981689453,98.7580795288086,21.11400032043457,64.38562774658203
2018-07,45.77557373046875,90.65149688720703,290000.0,100.59677124023438,59.441001892089844,92.77700805664062,141.7991485595703,207.32000732421875,99.93342590332031,21.257999420166016,64.86837005615234
2018-07,45.67508316040039,91.12449645996094,289000.0,99.73709106445312,59.19300079345703,96.45809936523438,142.0406951904297,207.22999572753906,99.4405517578125,20.67333221435547,64.22988891601562
2018-07,45.80427551269531,92.19650268554688,288500.0,98.86933135986328,59.939998626708984,96.38829803466797,142.90846252441406,209.99000549316406,100.42632293701172,21.512666702270508,64.0897216796875
2018-07,45.553062438964844,92.14600372314453,303210.0,98.5611343383789,59.79399871826172,97.28675842285156,141.2802734375,209.36000061035156,99.63961029052734,21.59000015258789,64.01966094970703
2018-07,45.907161712646484,90.64849853515625,299000.0,98.67469787597656,59.347999572753906,95.85620880126953,140.8151397705078,208.08999633789062,98.95714569091797,21.34866714477539,63.85614776611328
2018-07,45.8018913269043,90.68499755859375,299380.0,99.1612777709961,59.24549865722656,97.06869506835938,141.31610107421875,209.94000244140625,100.7296371459961,20.905332565307617,63.38116455078125
2018-07,45.842552185058594,90.0999984741211,300230.0,98.39894104003906,60.275001525878906,98.87434387207031,142.0138702392578,210.91000366210938,102.34102630615234,20.213333129882812,63.38116455078125
2018-07,46.175113677978516,91.46199798583984,300400.0,100.44267272949219,62.40399932861328,99.57217407226562,141.2892303466797,214.6699981689453,102.04718017578125,19.82866668701172,64.63478088378906
2018-07,46.61054611206055,93.18049621582031,299816.0,101.29421997070312,63.185001373291016,100.47064208984375,142.13909912109375,217.5,105.05191802978516,20.582666397094727,65.08638763427734
2018-07,46.46460723876953,90.4000015258789,300501.0,100.52375793457031,63.416500091552734,100.18277740478516,139.67898559570312,176.25999450683594,103.90502166748047,20.44333267211914,65.5925064086914
2018-07,45.691829681396484,90.8635025024414,302000.0,102.1619873046875,61.92499923706055,101.21208953857422,140.8777313232422,174.88999938964844,102.06611633300781,19.812000274658203,63.78605651855469
2018-07,45.435829162597656,88.96099853515625,303432.0,103.67045593261719,60.98699951171875,101.82268524169922,141.91551208496094,171.05999755859375,99.87654876708984,19.344667434692383,63.645904541015625
2018-07,45.5267448425293,88.87200164794922,301550.0,102.40528106689453,60.862998962402344,100.27001190185547,140.931396484375,172.5800018310547,100.54955291748047,19.875999450683594,63.46682357788086
2018-08,48.20873260498047,89.8584976196289,301200.0,101.69161224365234,61.0004997253418,100.88932800292969,140.3767547607422,171.64999389648438,100.73912048339844,20.055999755859375,62.59473419189453
2018-08,49.617916107177734,91.71649932861328,301160.0,100.36967468261719,61.307498931884766,101.31676483154297,139.0260009765625,176.3699951171875,101.96183776855469,23.30266761779785,62.221004486083984
2018-08,49.76146697998047,91.16449737548828,304671.0,100.60487365722656,61.18550109863281,102.13671112060547,139.74166870117188,177.77999877929688,102.4073715209961,23.211332321166992,62.44680404663086
2018-08,50.01984786987305,92.38749694824219,311806.0,100.8076171875,61.23849868774414,102.16287994384766,140.19786071777344,185.69000244140625,102.49267578125,22.799333572387695,62.431236267089844
2018-08,49.550926208496094,93.1240005493164,315600.0,101.52130889892578,62.111000061035156,102.53797149658203,139.58953857421875,183.80999755859375,103.20356750488281,25.30466651916504,63.27996063232422
2018-08,49.58441925048828,94.32599639892578,315300.0,100.46701049804688,62.28049850463867,102.747314453125,142.16590881347656,185.17999267578125,103.78177642822266,24.689332962036133,62.8594970703125
2018-08,49.974388122558594,94.9260025024414,315100.0,99.37214660644531,62.45500183105469,101.9535140991211,142.50587463378906,183.08999633789062,103.95240020751953,23.496667861938477,62.54022216796875
2018-08,49.82553482055664,94.31500244140625,312000.0,100.02904510498047,61.88050079345703,100.95040130615234,141.9512176513672,180.25999450683594,103.31732177734375,23.69933319091797,62.4773063659668
2018-08,50.14725875854492,94.80999755859375,310230.0,99.29916381835938,61.7504997253418,99.34539031982422,141.46815490722656,180.0500030517578,102.5685043334961,23.76066780090332,61.80076599121094
2018-08,50.35853958129883,95.98249816894531,310815.0,99.41268920898438,62.10499954223633,100.0083236694336,143.66880798339844,181.11000061035156,103.84813690185547,23.176000595092773,61.604103088378906
2018-08,50.4761848449707,94.13099670410156,309050.0,95.64965057373047,60.71900177001953,99.1796646118164,143.0247344970703,179.52999877929688,102.43988800048828,22.57933235168457,60.5263671875
2018-08,51.215660095214844,94.32599639892578,313000.0,96.33741760253906,60.324501037597656,100.11300659179688,144.67965698242188,174.6999969482422,102.42086791992188,22.363332748413086,61.3602409362793
2018-08,52.23842239379883,94.11100006103516,313465.0,96.4520263671875,60.04800033569336,100.11300659179688,144.1608428955078,173.8000030517578,102.36376190185547,20.366666793823242,61.56476593017578
2018-08,51.72944259643555,93.83550262451172,314060.0,96.4111099243164,60.38850021362305,99.98213958740234,144.6349334716797,172.5,101.68819427490234,20.562667846679688,61.9974479675293
2018-08,51.628597259521484,94.1709976196289,313725.0,96.56668090820312,60.08100128173828,100.59276580810547,144.06243896484375,172.6199951171875,100.84134674072266,21.459999084472656,62.01317596435547
2018-08,51.631004333496094,95.24500274658203,312400.0,97.36907958984375,60.36650085449219,100.28746032714844,143.6240997314453,173.63999938964844,101.86898040771484,21.44266700744629,62.9021110534668
2018-08,51.73664093017578,95.1449966430664,311983.0,96.69766998291016,60.26900100708008,100.07810974121094,142.2822265625,172.89999389648438,102.34473419189453,21.34000015258789,62.2098388671875
2018-08,51.897499084472656,95.26950073242188,312850.0,97.4427719116211,61.032501220703125,100.03450012207031,142.5774383544922,174.64999389648438,103.14400482177734,21.521333694458008,62.634639739990234
2018-08,52.324859619140625,96.38400268554688,316200.0,98.5399169921875,62.090999603271484,101.80523681640625,143.5614776611328,177.4600067138672,104.28582000732422,21.284666061401367,63.248252868652344
2018-08,52.74741744995117,96.64099884033203,317124.0,98.13873291015625,61.557498931884766,101.30805206298828,144.59915161132812,176.25999450683594,104.9138412475586,20.790666580200195,63.15384292602539
2018-08,53.5349006652832,99.90499877929688,317505.0,98.43350219726562,62.46500015258789,100.97657012939453,145.91419982910156,175.89999389648438,106.58848571777344,20.333999633789062,63.610107421875
2018-08,54.02708053588867,100.11900329589844,317000.0,98.0978012084961,61.95600128173828,100.47935485839844,145.6368865966797,177.63999938964844,106.5218734741211,20.209999084472656,63.33477783203125
2018-08,54.65131759643555,100.635498046875,315800.0,96.992431640625,60.90950012207031,99.9472427368164,146.03294372558594,175.72999572753906,106.88346099853516,20.110666275024414,63.067317962646484
2018-09,54.82658386230469,101.97550201416016,317250.0,97.32814025878906,59.849998474121094,100.44446563720703,145.5738525390625,171.16000366210938,106.29349517822266,19.26333236694336,63.16170883178711
2018-09,54.46884536743164,99.74099731445312,319920.0,97.36907958984375,59.32400131225586,99.95597839355469,146.94210815429688,167.17999267578125,103.22964477539062,18.715999603271484,64.00343322753906
2018-09,53.563720703125,97.91549682617188,320035.0,94.3478012084961,58.571998596191406,99.52855682373047,147.3922119140625,162.52999877929688,103.46753692626953,18.729999542236328,63.295440673828125
2018-09,53.13155746459961,97.60350036621094,321700.0,93.83196258544922,58.24150085449219,99.72046661376953,147.53623962402344,163.0399932861328,102.96322631835938,17.549333572387695,64.37318420410156
2018-09,52.41849136352539,96.95050048828125,322560.0,93.73370361328125,58.231998443603516,99.1883544921875,148.5894317626953,164.17999267578125,104.07649230957031,19.03333282470703,64.27877807617188
2018-09,53.743778228759766,99.35749816894531,323242.0,94.17584228515625,58.86800003051758,99.81641387939453,148.18431091308594,165.94000244140625,105.8463134765625,18.62933349609375,65.18346405029297
2018-09,53.07633590698242,99.5,322340.0,94.8062973022461,58.14099884033203,98.63880920410156,148.2923583984375,162.0,106.29349517822266,19.369333267211914,65.3958511352539
2018-09,54.35840606689453,99.49349975585938,321575.0,95.22388458251953,58.76649856567383,99.02262878417969,146.1859893798828,161.36000061035156,107.43534851074219,19.297332763671875,64.75865173339844
2018-09,53.741390228271484,98.5094985961914,324999.0,96.10814666748047,58.62649917602539,99.00518035888672,144.78173828125,162.32000732421875,107.87303924560547,19.68000030517578,65.23065948486328
2018-09,52.31045913696289,95.40149688720703,324575.0,96.21460723876953,57.8025016784668,99.3017578125,142.35130310058594,160.5800018310547,106.70267486572266,19.6560001373291,65.6161117553711
2018-09,52.396888732910156,97.05249786376953,327436.0,96.72223663330078,58.06100082397461,99.70301818847656,142.0182342529297,160.3000030517578,107.72078704833984,18.997333526611328,65.78917694091797
2018-09,52.428096771240234,96.32099914550781,332000.0,97.85215759277344,58.554500579833984,102.59903717041016,143.2874755859375,163.05999755859375,106.28399658203125,19.934667587280273,66.57583618164062
2018-09,52.82664489746094,97.21499633789062,333415.0,97.77845764160156,59.34349822998047,103.48002624511719,144.73672485351562,166.02000427246094,108.06334686279297,19.8886661529541,66.72533416748047
2018-09,52.257633209228516,95.75050354003906,331336.0,99.1785659790039,58.304500579833984,102.7996597290039,148.79644775390625,162.92999267578125,108.71985626220703,19.940000534057617,67.00064086914062
2018-09,53.00910568237305,96.71800231933594,327840.0,100.39855194091797,58.66849899291992,101.81397247314453,147.005126953125,165.41000366210938,109.10999298095703,19.978666305541992,68.1255874633789
2018-09,53.345237731933594,98.72750091552734,328500.0,101.01264190673828,59.23249816894531,101.52611541748047,149.79562377929688,164.91000366210938,108.9006576538086,20.06599998474121,68.04692840576172
2018-09,52.92027282714844,98.74250030517578,324286.0,99.84996795654297,59.02450180053711,100.3310775756836,149.2105712890625,166.9499969482422,108.45345306396484,20.6386661529541,67.48052215576172
2018-09,54.00788879394531,100.64900207519531,324731.0,100.27574157714844,59.731998443603516,99.89490509033203,149.90362548828125,168.83999633789062,108.86260986328125,20.501333236694336,67.47264862060547
2018-09,54.197547912597656,100.1500015258789,320000.0,100.12017059326172,59.673500061035156,98.42948150634766,150.5877685546875,164.4600067138672,108.82453918457031,17.65133285522461,66.88265991210938
2018-10,54.56248474121094,100.21800231933594,321930.0,101.8478012084961,59.765499114990234,99.00518035888672,150.02964782714844,162.44000244140625,110.0044174194336,20.713333129882812,67.50413513183594
2018-10,55.04746627807617,98.56549835205078,322900.0,102.13436126708984,60.00550079345703,99.41516876220703,148.68841552734375,159.3300018310547,109.56671142578125,20.06800079345703,68.01546478271484
2018-10,55.71731948852539,97.63800048828125,323878.0,102.60105895996094,60.147499084472656,100.34851837158203,148.22032165527344,162.42999267578125,109.58574676513672,19.65333366394043,67.7715835571289
2018-10,54.73774719238281,95.47100067138672,327900.0,102.30630493164062,58.40950012207031,101.25326538085938,149.2465362548828,158.85000610351562,107.32115173339844,18.788667678833008,67.32320404052734
2018-10,53.84941482543945,94.48249816894531,329500.0,102.61743927001953,57.86750030517578,100.68231201171875,149.93966674804688,157.3300018310547,106.69314575195312,17.463333129882812,67.1343994140625
2018-10,53.72457504272461,93.22100067138672,333337.0,102.21623229980469,57.44850158691406,101.29718780517578,151.01986694335938,157.25,105.4752197265625,16.70400047302246,67.75586700439453
2018-10,54.46884536743164,93.51599884033203,335630.0,103.83741760253906,56.941001892089844,100.59445190429688,152.87417602539062,157.89999389648438,106.81685638427734,17.520000457763672,68.05477905273438
